51A,0.292,0.372,0.141,0.17
51B,0.339,0.403,0.163,0.189
51C,0.383,0.359,0.186,0.164
51D,0.389,0.386,0.175,0.183
51E,0.399,0.417,0.191,0.179
51F,0.343,0.385,0.177,0.188
51G,0.359,0.329,0.159,0.136
