,ecdf,Label,Values,location,ID,Normalized Calcium
22,0.6388888888888888,Snus,0.17300000000000001,right arm calcium,20D,0.5043731778425656
23,0.6666666666666666,Snus,0.177,right arm calcium,20E,0.5145348837209303
24,0.6944444444444444,Snus,0.177,right arm calcium,20G,0.5086206896551724
25,0.7222222222222222,Snus,0.177,right arm calcium,34A,0.5057142857142857
26,0.75,Snus,0.185,right arm calcium,34B,0.5240793201133145
27,0.7777777777777778,Snus,0.185,right arm calcium,34C,0.5040871934604904
28,0.8055555555555556,Snus,0.187,right arm calcium,34D,0.5026881720430106
29,0.8333333333333334,Snus,0.201,right arm calcium,34F,0.536
30,0.8611111111111112,Snus,0.20600000000000002,right arm calcium,34G,0.547872340425532
31,0.8888888888888888,Snus,0.207,right arm calcium,34H,0.5490716180371352
32,0.9166666666666666,Snus,0.233,right arm calcium,34I,0.6131578947368421
33,0.9444444444444444,Snus,0.235,right arm calcium,34J,0.6119791666666666
34,0.9722222222222222,Snus,0.24600000000000002,right arm calcium,46A,0.6356589147286822
35,1.0,Snus,0.302,right arm calcium,46B,0.6832579185520362
0,0.023255813953488372,Camel Blue,0.11,right arm calcium,23A,0.43478260869565216
1,0.046511627906976744,Camel Blue,0.122,right arm calcium,23C,0.46923076923076923
2,0.06976744186046512,Camel Blue,0.124,right arm calcium,23D,0.45588235294117646
3,0.09302325581395349,Camel Blue,0.128,right arm calcium,23E,0.46886446886446886
4,0.11627906976744186,Camel Blue,0.129,right arm calcium,23F,0.46739130434782605
5,0.13953488372093023,Camel Blue,0.133,right arm calcium,23G,0.4784172661870503
6,0.16279069767441862,Camel Blue,0.135,right arm calcium,26B,0.48387096774193555
7,0.18604651162790697,Camel Blue,0.136,right arm calcium,26G,0.4788732394366198
8,0.20930232558139536,Camel Blue,0.139,right arm calcium,26H,0.4877192982456141
9,0.23255813953488372,Camel Blue,0.139,right arm calcium,29B,0.47602739726027404
10,0.2558139534883721,Camel Blue,0.14,right arm calcium,29D,0.46822742474916396
11,0.27906976744186046,Camel Blue,0.14,right arm calcium,29E,0.453074433656958
12,0.3023255813953488,Camel Blue,0.142,right arm calcium,29F,0.459546925566343
13,0.32558139534883723,Camel Blue,0.142,right arm calcium,36A,0.4580645161290322
14,0.3488372093023256,Camel Blue,0.146,right arm calcium,36B,0.46202531645569617
15,0.37209302325581395,Camel Blue,0.147,right arm calcium,36C,0.4622641509433962
16,0.3953488372093023,Camel Blue,0.15,right arm calcium,36D,0.4672897196261682
17,0.4186046511627907,Camel Blue,0.151,right arm calcium,36E,0.468944099378882
18,0.4418604651162791,Camel Blue,0.153,right arm calcium,36F,0.4736842105263159
19,0.46511627906976744,Camel Blue,0.153,right arm calcium,36G,0.4722222222222222
20,0.4883720930232558,Camel Blue,0.154,right arm calcium,39A,0.4723926380368098
21,0.5116279069767442,Camel Blue,0.155,right arm calcium,39B,0.4754601226993865
22,0.5348837209302325,Camel Blue,0.158,right arm calcium,39C,0.4759036144578313
23,0.5581395348837209,Camel Blue,0.161,right arm calcium,39D,0.4805970149253731
24,0.5813953488372093,Camel Blue,0.162,right arm calcium,39E,0.4835820895522388
25,0.6046511627906976,Camel Blue,0.162,right arm calcium,39F,0.48214285714285715
26,0.627906976744186,Camel Blue,0.163,right arm calcium,39G,0.47800586510263926
27,0.6511627906976745,Camel Blue,0.16399999999999998,right arm calcium,44A,0.478134110787172
28,0.6744186046511628,Camel Blue,0.165,right arm calcium,44B,0.4810495626822158
29,0.6976744186046512,Camel Blue,0.16899999999999998,right arm calcium,44C,0.4884393063583814
30,0.7209302325581395,Camel Blue,0.17,right arm calcium,44D,0.4843304843304843
31,0.7441860465116279,Camel Blue,0.171,right arm calcium,44E,0.4844192634560907
32,0.7674418604651163,Camel Blue,0.175,right arm calcium,44F,0.4901960784313725
33,0.7906976744186046,Camel Blue,0.17600000000000002,right arm calcium,44G,0.48888888888888893
34,0.813953488372093,Camel Blue,0.17600000000000002,right arm calcium,44H,0.48888888888888893
35,0.8372093023255814,Camel Blue,0.17600000000000002,right arm calcium,44I,0.4848484848484849
36,0.8604651162790697,Camel Blue,0.17800000000000002,right arm calcium,44J,0.48901098901098905
37,0.8837209302325582,Camel Blue,0.179,right arm calcium,45A,0.4904109589041096
38,0.9069767441860465,Camel Blue,0.179,right arm calcium,45B,0.48773841961852854
39,0.9302325581395349,Camel Blue,0.191,right arm calcium,45C,0.5106951871657754
40,0.9534883720930233,Camel Blue,0.192,right arm calcium,45D,0.5065963060686016
41,0.9767441860465116,Camel Blue,0.196,right arm calcium,45E,0.5
42,1.0,Camel Blue,0.20199999999999999,right arm calcium,45F,0.5126903553299492
